POS,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,year
9,Shreyas IyerDC,16,16,1,463,67,30.86,386,119.94,0,3,41,14,2019
10,Jonny BairstowSRH,10,10,2,445,114,55.62,283,157.24,1,2,48,18,2019
11,AB de VilliersRCB,13,13,3,442,82*,44.20,287,154.00,0,5,31,26,2019
12,Suryakumar YadavMI,16,15,2,424,71*,32.61,324,130.86,0,2,45,10,2019
13,MS DhoniCSK,15,12,7,416,84*,83.20,309,134.62,0,3,22,23,2019
14,Chris LynnKKR,13,13,0,405,82,31.15,290,139.65,0,4,41,22,2019
15,Rohit SharmaMI,15,15,1,405,67,28.92,315,128.57,0,2,52,10,2019
16,Hardik PandyaMI,16,15,6,402,91,44.66,210,191.42,0,1,28,29,2019
17,Shane WatsonCSK,17,17,0,398,96,23.41,312,127.56,0,3,42,20,2019
18,Faf du PlessisCSK,12,12,1,396,96,36.00,321,123.36,0,3,36,15,2019
19,Ajinkya RahaneRR,14,13,1,393,105*,32.75,285,137.89,1,1,45,9,2019
20,Suresh RainaCSK,17,17,1,383,59,23.93,314,121.97,0,3,45,9,2019
21,Parthiv PatelRCB,14,14,0,373,67,26.64,268,139.17,0,2,48,10,2019
22,Prithvi ShawDC,16,16,0,353,99,22.06,264,133.71,0,2,45,9,2019
23,Manish PandeySRH,12,11,3,344,83*,43.00,263,130.79,0,3,34,6,2019
24,Nitish RanaKKR,14,11,1,344,85*,34.40,235,146.38,0,3,27,21,2019
25,Sanju SamsonRR,12,12,2,342,102*,34.20,230,148.69,1,0,28,13,2019
26,Mayank AgarwalPBKS,13,13,0,332,58,25.53,234,141.88,0,2,26,14,2019
27,Steve SmithRR,12,10,2,319,73*,39.87,275,116.00,0,3,30,4,2019
28,Jos ButtlerRR,8,8,0,311,89,38.87,205,151.70,0,3,38,14,2019
29,Shubman GillKKR,14,13,4,296,76,32.88,238,124.36,0,3,21,10,2019
30,Robin UthappaKKR,12,11,2,282,67*,31.33,245,115.10,0,1,28,10,2019
31,Ambati RayuduCSK,17,17,5,282,57,23.50,303,93.06,0,1,20,7,2019
32,Kieron PollardMI,16,14,6,279,83,34.87,178,156.74,0,1,14,22,2019
33,Dinesh KarthikKKR,14,13,5,253,97*,31.62,173,146.24,0,2,22,14,2019
34,Vijay ShankarSRH,15,14,2,244,40*,20.33,193,126.42,0,0,11,12,2019
35,Moeen AliRCB,11,10,2,220,66,27.50,133,165.41,0,2,16,17,2019
36,David MillerPBKS,10,10,2,213,59*,26.62,164,129.87,0,1,19,7,2019
37,Marcus StoinisRCB,10,10,6,211,46*,52.75,156,135.25,0,0,14,10,2019
38,Colin IngramDC,12,12,2,184,47,18.40,154,119.48,0,0,20,5,2019
39,Krunal PandyaMI,16,15,4,183,42,16.63,150,122.00,0,0,18,5,2019
40,Sarfaraz KhanPBKS,8,5,1,180,67,45.00,143,125.87,0,1,19,4,2019
41,Nicholas PooranPBKS,7,6,0,168,48,28.00,107,157.00,0,0,10,14,2019
42,Mandeep SinghPBKS,13,12,8,165,33*,41.25,120,137.50,0,0,10,4,2019
43,Kedar JadhavCSK,14,12,3,162,58,18.00,169,95.85,0,1,19,3,2019
44,Riyan ParagRR,7,5,0,160,50,32.00,126,126.98,0,1,17,5,2019
45,Kane WilliamsonSRH,9,9,2,156,70*,22.28,130,120.00,0,1,12,5,2019
46,Sunil NarineKKR,12,9,1,143,47,17.87,86,166.27,0,0,17,9,2019
47,Rahul TripathiRR,8,7,1,141,50,23.50,118,119.49,0,1,13,2,2019
48,Ben StokesRR,9,9,3,123,46,20.50,99,124.24,0,0,8,4,2019
49,Mohammad NabiSRH,8,7,1,115,31,19.16,76,151.31,0,0,8,7,2019
50,Axar PatelDC,14,12,6,110,26,18.33,88,125.00,0,0,10,3,2019
51,Ravindra JadejaCSK,16,9,6,106,31*,35.33,88,120.45,0,0,7,4,2019
52,Ishan KishanMI,7,6,0,101,28,16.83,100,101.00,0,0,8,4,2019
53,Gurkeerat Mann SinghRCB,3,3,0,98,65,32.66,70,140.00,0,1,11,2,2019
54,Yuvraj SinghMI,4,4,0,98,53,24.50,75,130.66,0,1,7,6,2019
55,Sam CurranPBKS,9,8,4,95,55*,23.75,55,172.72,0,1,13,3,2019
56,Shimron HetmyerRCB,5,5,0,90,75,18.00,73,123.28,0,1,4,7,2019
57,Wriddhiman SahaSRH,5,5,0,86,28,17.20,53,162.26,0,0,13,1,2019
58,Colin MunroDC,4,4,0,84,40,21.00,70,120.00,0,0,9,4,2019
59,Martin GuptillSRH,3,3,0,81,36,27.00,53,152.83,0,0,4,7,2019
60,Dwayne BravoCSK,12,9,4,80,27,16.00,66,121.21,0,0,6,3,2019
61,Sherfane RutherfordDC,7,7,2,73,28*,14.60,54,135.18,0,0,2,7,2019
62,Liam LivingstoneRR,4,4,1,71,44,23.66,48,147.91,0,0,6,5,2019
63,Stuart BinnyRR,8,5,2,70,33*,23.33,40,175.00,0,0,5,4,2019
64,Jofra ArcherRR,11,5,3,67,27*,33.50,40,167.50,0,0,4,4,2019
65,Murali VijayCSK,2,2,0,64,38,32.00,61,104.91,0,0,6,1,2019
66,Deepak HoodaSRH,11,7,1,64,20,10.66,63,101.58,0,0,5,1,2019
67,Shreyas GopalRR,14,7,3,63,19*,15.75,46,136.95,0,0,8,1,2019
68,Akshdeep NathRCB,8,5,0,61,24,12.20,57,107.01,0,0,5,2,2019
69,Evin LewisMI,3,3,0,48,32,16.00,52,92.30,0,0,4,2,2019
70,Colin de GrandhommeRCB,4,4,1,46,37,15.33,49,93.87,0,0,4,2,2019
71,Piyush ChawlaKKR,13,5,2,42,14*,14.00,37,113.51,0,0,4,2,2019
72,Ravichandran AshwinPBKS,14,6,1,42,17*,8.40,28,150.00,0,0,3,3,2019
73,Shivam DubeRCB,4,4,1,40,24,13.33,33,121.21,0,0,1,3,2019
74,Yusuf PathanSRH,10,8,5,40,16*,13.33,45,88.88,0,0,1,1,2019
75,Rinku SinghKKR,5,3,1,37,30,18.50,34,108.82,0,0,1,2,2019
76,Rashid KhanSRH,15,8,3,34,17*,6.80,23,147.82,0,0,2,2,2019
77,Mitchell SantnerCSK,4,2,1,32,22,32.00,23,139.13,0,0,0,3,2019
78,Chris MorrisDC,9,6,0,32,17,5.33,37,86.48,0,0,1,2,2019
79,Rahul TewatiaDC,5,4,3,26,11*,26.00,22,118.18,0,0,2,1,2019
80,Umesh YadavRCB,11,7,5,25,14,12.50,25,100.00,0,0,3,1,2019
81,Amit MishraDC,11,4,2,21,8,10.50,24,87.50,0,0,2,0,2019
82,Harpreet BrarPBKS,2,1,1,20,20*,0.00,12,166.66,0,0,2,1,2019
83,Prayas Ray BarmanRCB,1,1,0,19,19,19.00,24,79.16,0,0,2,0,2019
84,Ben CuttingMI,3,3,1,18,13*,9.00,17,105.88,0,0,1,1,2019
85,Krishnappa GowthamRR,7,4,1,18,9,6.00,19,94.73,0,0,1,1,2019
86,Keemo PaulDC,8,6,1,18,7,3.60,24,75.00,0,0,1,1,2019
87,Prabhsimran SinghPBKS,1,1,0,16,16,16.00,17,94.11,0,0,1,1,2019
88,Siddhesh LadMI,1,1,0,15,15,15.00,13,115.38,0,0,1,1,2019
89,Alzarri JosephMI,3,2,2,15,15*,0.00,13,115.38,0,0,2,0,2019
90,Shardul ThakurCSK,10,3,1,14,12*,7.00,7,200.00,0,0,1,1,2019
91,Kagiso RabadaDC,12,4,1,14,9,4.66,15,93.33,0,0,0,1,2019
92,Kuldeep YadavKKR,9,4,2,12,10*,6.00,8,150.00,0,0,1,0,2019
93,Rahul ChaharMI,13,4,2,12,10,6.00,11,109.09,0,0,2,0,2019
94,Bhuvneshwar KumarSRH,15,5,2,12,7*,4.00,19,63.15,0,0,1,0,2019
95,Carlos BrathwaiteKKR,2,2,0,11,6,5.50,10,110.00,0,0,1,0,2019
96,Mitchell McClenaghanMI,5,4,1,11,10,3.66,16,68.75,0,0,2,0,2019
97,Ishant SharmaDC,13,3,3,10,10*,0.00,3,333.33,0,0,1,1,2019
98,KC CariappaKKR,1,1,1,9,9*,0.00,3,300.00,0,0,0,1,2019
99,Abhishek SharmaSRH,3,3,1,9,5*,4.50,9,100.00,0,0,1,0,2019
100,Heinrich KlaasenRCB,3,2,0,9,6,4.50,10,90.00,0,0,0,0,2019
101,Shakib Al HasanSRH,3,1,0,9,9,9.00,10,90.00,0,0,0,0,2019
102,Tim SoutheeRCB,3,1,1,9,9*,0.00,9,100.00,0,0,0,0,2019
103,Pawan NegiRCB,7,4,0,9,5,2.25,12,75.00,0,0,1,0,2019
104,Mahipal LomrorRR,2,1,0,8,8,8.00,3,266.66,0,0,2,0,2019
105,Nikhil NaikKKR,1,1,0,7,7,7.00,16,43.75,0,0,1,0,2019
106,Ricky BhuiSRH,1,1,0,7,7,7.00,12,58.33,0,0,0,0,2019
107,Trent BoultDC,5,3,2,7,6,7.00,4,175.00,0,0,0,1,2019
108,Deepak ChaharCSK,17,2,0,7,7,3.50,9,77.77,0,0,1,0,2019
109,Jagadeesha SuchithDC,1,1,0,6,6,6.00,15,40.00,0,0,0,0,2019
110,Ish SodhiRR,2,1,0,6,6,6.00,11,54.54,0,0,0,0,2019
111,Mayank MarkandeMI,3,2,1,6,6,6.00,5,120.00,0,0,1,0,2019
112,Sandeep SharmaSRH,11,2,2,6,5*,0.00,3,200.00,0,0,1,0,2019
113,Yuzvendra ChahalRCB,14,3,1,6,4,3.00,16,37.50,0,0,0,0,2019
114,Dhruv ShoreyCSK,1,1,0,5,5,5.00,8,62.50,0,0,0,0,2019
115,Karun NairPBKS,1,1,0,5,5,5.00,6,83.33,0,0,0,0,2019
116,Rasikh SalamMI,1,1,1,5,5*,0.00,4,125.00,0,0,0,0,2019
117,Dhawal KulkarniRR,10,1,1,5,5*,0.00,3,166.66,0,0,1,0,2019
118,Avesh KhanDC,1,1,1,4,4*,0.00,3,133.33,0,0,1,0,2019
119,Hanuma VihariDC,2,2,0,4,2,2.00,8,50.00,0,0,0,0,2019
120,Mohammed SirajRCB,9,4,3,4,3*,4.00,14,28.57,0,0,0,0,2019
121,Barinder SranMI,2,1,1,3,3*,0.00,3,100.00,0,0,0,0,2019
122,Ashton TurnerRR,4,4,1,3,3*,1.00,10,30.00,0,0,0,0,2019
123,Varun AaronRR,5,1,1,3,3*,0.00,7,42.85,0,0,0,0,2019
124,Hardus ViljoenPBKS,6,3,1,3,2*,1.50,7,42.85,0,0,0,0,2019
125,Murugan AshwinPBKS,10,3,2,3,1*,3.00,5,60.00,0,0,0,0,2019
126,Navdeep SainiRCB,13,2,1,2,2,2.00,4,50.00,0,0,0,0,2019
127,Basil ThampiSRH,3,1,1,1,1*,0.00,1,100.00,0,0,0,0,2019
128,Washington SundarRCB,3,2,0,1,1,0.50,3,33.33,0,0,0,0,2019
129,Harry GurneyKKR,8,1,1,1,1*,0.00,5,20.00,0,0,0,0,2019
130,Harbhajan SinghCSK,11,1,0,1,1,1.00,3,33.33,0,0,0,0,2019
131,Jaydev UnadkatRR,11,4,3,1,1,1.00,3,33.33,0,0,0,0,2019
132,Mohammad ShamiPBKS,14,2,1,1,1*,1.00,2,50.00,0,0,0,0,2019
133,Joe DenlyKKR,1,1,0,0,0*,0.00,1,0.00,0,0,0,0,2019
134,Mohit SharmaCSK,1,1,1,0,0*,0.00,2,0.00,0,0,0,0,2019
135,Sam BillingsCSK,1,1,0,0,0*,0.00,4,0.00,0,0,0,0,2019
136,Harshal PatelDC,2,2,1,0,0*,0.00,2,0.00,0,0,0,0,2019
137,Prithvi Raj YarraKKR,2,1,1,0,0*,0.00,1,0.00,0,0,0,0,2019
138,Mujeeb Ur RahmanPBKS,5,3,2,0,0*,0.00,4,0.00,0,0,0,0,2019
139,Andrew TyePBKS,6,1,1,0,0*,0.00,2,0.00,0,0,0,0,2019
140,Sandeep LamichhaneDC,6,1,0,0,0*,0.00,1,0.00,0,0,0,0,2019
141,Siddarth KaulSRH,7,2,1,0,0*,0.00,1,0.00,0,0,0,0,2019
142,Khaleel AhmedSRH,9,1,0,0,0*,0.00,1,0.00,0,0,0,0,2019
143,Prasidh KrishnaKKR,11,1,0,0,0*,0.00,2,0.00,0,0,0,0,2019
144,Jasprit BumrahMI,16,3,3,0,0*,0.00,1,0.00,0,0,0,0,2019
1,Kane WilliamsonSRH,17,17,3,735,84,52.50,516,142.44,0,8,64,28,2018
2,Rishabh PantDC,14,14,1,684,128*,52.61,394,173.60,1,5,68,37,2018
3,KL RahulPBKS,14,14,2,659,95*,54.91,416,158.41,0,6,66,32,2018
4,Ambati RayuduCSK,16,16,2,602,100*,43.00,402,149.75,1,3,53,34,2018
5,Shane WatsonCSK,15,15,1,555,117*,39.64,359,154.59,2,2,44,35,2018
6,Jos ButtlerRR,13,13,3,548,95*,54.80,353,155.24,0,5,52,21,2018
7,Virat KohliRCB,14,14,3,530,92*,48.18,381,139.10,0,4,52,18,2018
8,Suryakumar YadavMI,14,14,0,512,72,36.57,384,133.33,0,4,61,16,2018
9,Dinesh KarthikKKR,16,16,6,498,52,49.80,337,147.77,0,2,49,16,2018
10,Shikhar DhawanSRH,16,16,3,497,92*,38.23,363,136.91,0,4,59,14,2018
11,Chris LynnKKR,16,16,1,491,74,32.73,377,130.23,0,3,56,18,2018
12,AB de VilliersRCB,12,11,2,480,90*,53.33,275,174.54,0,6,39,30,2018
13,MS DhoniCSK,16,15,9,455,79*,75.83,302,150.66,0,3,24,30,2018
14,Suresh RainaCSK,15,15,3,445,75*,37.08,336,132.44,0,4,46,12,2018
15,Sanju SamsonRR,15,15,1,441,92*,31.50,320,137.81,0,3,30,19,2018
16,Shreyas IyerDC,14,14,3,411,93*,37.36,310,132.58,0,4,29,21,2018
17,Evin LewisMI,13,13,0,382,65,29.38,276,138.40,0,2,32,24,2018
18,Ajinkya RahaneRR,15,14,1,370,65*,28.46,313,118.21,0,1,39,5,2018
19,Chris GaylePBKS,11,11,2,368,104*,40.88,252,146.03,1,3,30,27,2018
20,Sunil NarineKKR,16,16,0,357,75,22.31,188,189.89,0,2,40,23,2018
21,Robin UthappaKKR,16,16,0,351,54,21.93,265,132.45,0,1,30,21,2018
22,Andre RussellKKR,16,14,3,316,88*,28.72,171,184.79,0,1,17,31,2018
23,Nitish RanaKKR,15,15,2,304,59,23.38,232,131.03,0,1,26,14,2018
24,Karun NairPBKS,13,12,0,301,54,25.08,221,136.19,0,2,23,13,2018
25,Rohit SharmaMI,14,14,2,286,94,23.83,215,133.02,0,2,25,12,2018
26,Manish PandeySRH,15,13,2,284,62*,25.81,246,115.44,0,3,22,5,2018
27,Ishan KishanMI,14,12,0,275,62,22.91,184,149.45,0,2,22,17,2018
28,Hardik PandyaMI,13,13,4,260,50,28.88,195,133.33,0,1,20,11,2018
29,Yusuf PathanSRH,15,13,4,260,45*,28.88,200,130.00,0,0,22,11,2018
30,Mandeep SinghRCB,14,13,3,252,47*,25.20,186,135.48,0,0,16,11,2018
31,Prithvi ShawDC,9,9,0,245,65,27.22,160,153.12,0,2,27,10,2018
32,Shakib Al HasanSRH,17,13,2,239,35,21.72,197,121.31,0,0,26,5,2018
33,Krunal PandyaMI,14,13,3,228,41*,22.80,157,145.22,0,0,22,10,2018
34,Rahul TripathiRR,12,12,3,226,80*,25.11,167,135.32,0,1,18,8,2018
35,Vijay ShankarDC,13,11,7,212,54*,53.00,148,143.24,0,1,11,11,2018
36,Shubman GillKKR,13,11,5,203,57*,33.83,139,146.04,0,1,22,5,2018
37,Quinton de KockRCB,8,8,0,201,53,25.12,162,124.07,0,1,20,8,2018
38,Ben StokesRR,13,13,1,196,45,16.33,161,121.73,0,0,13,6,2018
39,Glenn MaxwellDC,12,12,0,169,47,14.08,120,140.83,0,0,14,9,2018
40,Faf du PlessisCSK,6,6,1,162,67*,32.40,129,125.58,0,1,17,6,2018
41,Parthiv PatelRCB,6,6,1,153,53,30.60,109,140.36,0,1,20,4,2018
42,Alex HalesSRH,6,6,0,148,45,24.66,118,125.42,0,0,13,6,2018
43,Dwayne BravoCSK,16,10,6,141,68,35.25,91,154.94,0,1,8,10,2018
44,Aaron FinchPBKS,10,9,1,134,46,16.75,100,134.00,0,0,6,8,2018
45,Kieron PollardMI,9,8,1,133,50,19.00,100,133.00,0,1,10,7,2018
46,Colin de GrandhommeRCB,9,8,3,131,40,26.20,84,155.95,0,0,4,10,2018
47,Brendon McCullumRCB,6,6,0,127,43,21.16,88,144.31,0,0,16,6,2018
48,Krishnappa GowthamRR,15,13,4,126,33*,14.00,64,196.87,0,0,9,9,2018
49,Wriddhiman SahaSRH,11,10,2,122,35,15.25,102,119.60,0,0,17,1,2018
50,Jason RoyDC,5,5,1,120,91*,30.00,94,127.65,0,1,9,7,2018
51,Mayank AgarwalPBKS,11,11,1,120,30,12.00,94,127.65,0,0,9,5,2018
52,D'Arcy ShortRR,7,7,0,115,44,16.42,99,116.16,0,0,11,5,2018
53,Sam BillingsCSK,10,8,0,108,56,13.50,78,138.46,0,1,8,5,2018
54,Ravichandran AshwinPBKS,14,9,1,102,45,12.75,71,143.66,0,0,7,5,2018
55,Marcus StoinisPBKS,7,7,3,99,29*,24.75,76,130.26,0,0,6,4,2018
56,Ben CuttingMI,9,6,2,96,37,24.00,58,165.51,0,0,5,8,2018
57,Ravindra JadejaCSK,16,10,5,89,27*,17.80,74,120.27,0,0,3,4,2018
58,Deepak HoodaSRH,9,8,4,87,32*,21.75,81,107.40,0,0,2,3,2018
59,Gautam GambhirDC,6,5,0,85,55,17.00,88,96.59,0,1,8,1,2018
60,Axar PatelPBKS,9,8,2,80,19,13.33,69,115.94,0,0,3,4,2018
61,Moeen AliRCB,5,4,0,77,65,19.25,46,167.39,0,1,4,6,2018
62,Carlos BrathwaiteSRH,4,4,1,75,43*,25.00,48,156.25,0,0,1,8,2018
63,David MillerPBKS,3,3,1,74,26,37.00,64,115.62,0,0,3,2,2018
64,Washington SundarRCB,7,6,3,65,35,21.66,38,171.05,0,0,5,4,2018
65,Yuvraj SinghPBKS,8,6,0,65,20,10.83,73,89.04,0,0,6,2,2018
66,Abhishek SharmaDC,3,3,2,63,46*,63.00,33,190.90,0,0,3,5,2018
67,Colin MunroDC,5,5,0,63,33,12.60,41,153.65,0,0,7,4,2018
68,Harshal PatelDC,5,2,1,60,36*,60.00,33,181.81,0,0,1,6,2018
69,Rashid KhanSRH,17,7,2,59,34*,11.80,31,190.32,0,0,3,6,2018
70,Heinrich KlaasenRR,4,4,1,57,32,19.00,47,121.27,0,0,5,1,2018
71,Manan VohraRCB,4,4,0,55,45,13.75,47,117.02,0,0,2,4,2018
72,Shreevats GoswamiSRH,6,3,0,52,35,17.33,40,130.00,0,0,6,1,2018
73,Tim SoutheeRCB,8,4,2,52,36*,26.00,46,113.04,0,0,5,1,2018
74,Sarfaraz KhanRCB,7,6,1,51,22*,10.20,41,124.39,0,0,7,1,2018
75,Rahul TewatiaDC,8,5,2,50,24,16.66,43,116.27,0,0,5,1,2018
76,Shreyas GopalRR,11,4,1,50,24,16.66,45,111.11,0,0,5,0,2018
77,Deepak ChaharCSK,12,4,1,50,39,16.66,29,172.41,0,0,1,4,2018
78,Jaydev UnadkatRR,15,7,3,49,26,12.25,38,128.94,0,0,6,1,2018
79,Manoj TiwaryPBKS,5,4,1,47,35,15.66,44,106.81,0,0,4,1,2018
80,Chris MorrisDC,4,4,3,46,27*,46.00,26,176.92,0,0,3,2,2018
81,Stuart BinnyRR,7,5,0,44,22,8.80,39,112.82,0,0,2,2,2018
82,JP DuminyMI,6,4,3,36,23,36.00,40,90.00,0,0,3,1,2018
83,Andrew TyePBKS,14,8,2,32,14,5.33,38,84.21,0,0,2,1,2018
84,Rinku SinghKKR,4,4,0,29,16,7.25,31,93.54,0,0,4,0,2018
85,Harbhajan SinghCSK,13,3,0,29,19,9.66,36,80.55,0,0,3,1,2018
86,Piyush ChawlaKKR,15,7,3,27,12,6.75,34,79.41,0,0,1,1,2018
87,Dan ChristianDC,4,3,1,26,13,13.00,33,78.78,0,0,0,1,2018
88,Mohammed SirajRCB,11,4,2,25,14,12.50,22,113.63,0,0,2,1,2018
89,Kedar JadhavCSK,1,1,1,24,24*,0.00,22,109.09,0,0,1,2,2018
90,Tom CurranKKR,5,4,1,23,18,7.66,28,82.14,0,0,3,0,2018
91,Mayank MarkandeMI,14,6,4,21,7*,10.50,24,87.50,0,0,2,0,2018
92,Mahipal LomrorRR,2,2,1,20,11,20.00,21,95.23,0,0,1,0,2018
93,Mohammad NabiSRH,2,2,0,18,14,9.00,12,150.00,0,0,3,0,2018
94,Corey AndersonRCB,3,3,0,17,15,5.66,22,77.27,0,0,0,1,2018
95,Chris WoakesRCB,5,4,2,17,11,8.50,19,89.47,0,0,1,1,2018
96,Mitchell JohnsonKKR,6,2,2,16,12*,0.00,11,145.45,0,0,2,0,2018
97,Jofra ArcherRR,10,8,3,15,8,3.00,21,71.42,0,0,2,0,2018
98,Shardul ThakurCSK,13,1,1,15,15*,0.00,5,300.00,0,0,3,0,2018
99,Shivam MaviKKR,9,4,1,13,7,4.33,15,86.66,0,0,1,0,2018
100,Bhuvneshwar KumarSRH,12,4,2,13,7,6.50,16,81.25,0,0,1,0,2018
101,Murali VijayCSK,1,1,0,12,12,12.00,10,120.00,0,0,0,1,2018
102,Kuldeep YadavKKR,16,3,2,12,7*,12.00,24,50.00,0,0,1,0,2018
103,Ankit RajpootPBKS,8,3,0,11,8,3.66,18,61.11,0,0,1,0,2018
104,Mitchell McClenaghanMI,11,5,3,11,11*,5.50,10,110.00,0,0,1,1,2018
105,Mohit SharmaPBKS,9,4,3,10,4*,10.00,13,76.92,0,0,1,0,2018
106,Mujeeb Ur RahmanPBKS,11,2,1,10,10*,10.00,7,142.85,0,0,2,0,2018
107,Jasprit BumrahMI,14,3,2,10,6*,10.00,11,90.90,0,0,1,0,2018
108,Akshdeep NathPBKS,1,1,0,9,9,9.00,13,69.23,0,0,1,0,2018
109,Dhruv ShoreyCSK,1,1,0,8,8,8.00,9,88.88,0,0,0,1,2018
110,Prashant ChopraRR,1,1,0,8,8,8.00,6,133.33,0,0,2,0,2018
111,Javon SearlesKKR,4,2,1,8,6*,8.00,6,133.33,0,0,0,1,2018
112,Mohammad ShamiDC,4,1,0,7,7,7.00,6,116.66,0,0,1,0,2018
113,Vinay KumarKKR,2,1,1,6,6*,0.00,3,200.00,0,0,1,0,2018
114,Shahbaz NadeemDC,6,1,1,6,6*,0.00,8,75.00,0,0,0,0,2018
115,Dhawal KulkarniRR,8,2,1,6,3*,6.00,7,85.71,0,0,0,0,2018
116,Billy StanlakeSRH,4,1,1,5,5*,0.00,2,250.00,0,0,1,0,2018
117,Akila DananjayaMI,1,1,1,4,4*,0.00,5,80.00,0,0,0,0,2018
118,Pawan NegiRCB,2,2,0,3,3,1.50,5,60.00,0,0,0,0,2018
119,Anureet SinghRR,3,1,1,3,3*,0.00,4,75.00,0,0,0,0,2018
120,Basil ThampiSRH,4,2,1,3,3,3.00,6,50.00,0,0,0,0,2018
121,Barinder SranPBKS,6,4,3,3,2,3.00,7,42.85,0,0,0,0,2018
122,Umesh YadavRCB,14,5,1,3,1*,0.75,11,27.27,0,0,0,0,2018
123,Siddarth KaulSRH,17,4,1,3,2,1.00,14,21.42,0,0,0,0,2018
124,Imran TahirCSK,6,1,1,2,2*,0.00,2,100.00,0,0,0,0,2018
125,Mark WoodCSK,1,1,0,1,1,1.00,3,33.33,0,0,0,0,2018
126,Naman OjhaDC,1,1,0,1,1,1.00,4,25.00,0,0,0,0,2018
127,Murugan AshwinRCB,2,1,0,1,1,1.00,2,50.00,0,0,0,0,2018
128,Ish SodhiRR,6,1,0,1,1,1.00,6,16.66,0,0,0,0,2018
129,Ben LaughlinRR,7,2,1,1,1*,1.00,4,25.00,0,0,0,0,2018
130,Liam PlunkettDC,7,2,1,1,1*,1.00,3,33.33,0,0,0,0,2018
131,Mustafizur RahmanMI,7,2,1,1,1,1.00,3,33.33,0,0,0,0,2018
132,Prasidh KrishnaKKR,7,2,2,1,1*,0.00,5,20.00,0,0,0,0,2018
133,Amit MishraDC,10,1,1,1,1*,0.00,2,50.00,0,0,0,0,2018
134,Pradeep SangwanMI,1,1,0,0,0*,0.00,4,0.00,0,0,0,0,2018
135,Ricky BhuiSRH,1,1,0,0,0*,0.00,5,0.00,0,0,0,0,2018
136,Sandeep SharmaSRH,12,3,1,0,0*,0.00,4,0.00,0,0,0,0,2018
137,Trent BoultDC,14,1,0,0,0*,0.00,2,0.00,0,0,0,0,2018
138,Yuzvendra ChahalRCB,14,1,1,0,0*,0.00,4,0.00,0,0,0,0,2018
1,David WarnerSRH,14,14,3,641,126,58.27,452,141.81,1,4,63,26,2017
2,Gautam GambhirKKR,16,16,4,498,76*,41.50,389,128.02,0,4,61,7,2017
3,Shikhar DhawanSRH,14,14,1,479,77,36.84,376,127.39,0,3,53,9,2017
4,Steve SmithRPS,15,15,3,472,84*,39.33,387,121.96,0,3,38,12,2017
5,Suresh RainaGL,14,14,3,442,84,40.18,307,143.97,0,3,42,13,2017
6,Hashim AmlaPBKS,10,10,3,420,104*,60.00,288,145.83,2,2,40,17,2017
7,Manish PandeyKKR,14,13,5,396,81*,49.50,308,128.57,0,2,28,12,2017
8,Parthiv PatelMI,16,16,0,395,70,24.68,293,134.81,0,2,49,8,2017
9,Rahul TripathiRPS,14,14,0,391,93,27.92,267,146.44,0,2,43,17,2017
10,Robin UthappaKKR,14,13,0,388,87,29.84,235,165.10,0,5,36,21,2017
11,Sanju SamsonDC,14,14,0,386,102,27.57,273,141.39,1,2,32,19,2017
12,Kieron PollardMI,17,16,3,385,70,29.61,276,139.49,0,3,26,22,2017
13,Ajinkya RahaneRPS,16,16,1,382,60,25.46,323,118.26,0,2,35,9,2017
14,Rishabh PantDC,14,14,0,366,97,26.14,221,165.61,0,2,28,24,2017
15,Dinesh KarthikGL,14,13,3,361,65,36.10,259,139.38,0,2,30,11,2017
16,Shreyas IyerDC,12,12,2,338,96,33.80,243,139.09,0,2,36,10,2017
17,Nitish RanaMI,13,12,1,333,62*,30.27,264,126.13,0,3,24,17,2017
18,Rohit SharmaMI,17,16,2,333,67,23.78,273,121.97,0,3,31,9,2017
19,Manoj TiwaryRPS,15,13,3,324,60,32.40,236,137.28,0,2,31,11,2017
20,Brendon McCullumGL,11,11,0,319,72,29.00,217,147.00,0,2,29,18,2017
21,Ben StokesRPS,12,11,1,316,103*,31.60,221,142.98,1,1,22,15,2017
22,Glenn MaxwellPBKS,14,13,3,310,47,31.00,179,173.18,0,0,19,26,2017
23,Virat KohliRCB,10,10,0,308,64,30.80,252,122.22,0,4,23,11,2017
24,Aaron FinchGL,13,13,1,299,72,24.91,180,166.11,0,2,25,19,2017
25,Chris LynnKKR,7,7,1,295,93*,49.16,163,180.98,0,3,25,19,2017
26,MS DhoniRPS,16,15,4,290,61*,26.36,250,116.00,0,1,15,16,2017
27,Karun NairDC,14,13,0,281,64,21.61,226,124.33,0,1,39,6,2017
28,Ishan KishanGL,11,10,0,277,61,27.70,206,134.46,0,1,29,13,2017
29,Moises HenriquesSRH,12,11,5,277,55*,46.16,203,136.45,0,3,28,4,2017
30,Jos ButtlerMI,10,10,0,272,77,27.20,177,153.67,0,1,27,15,2017
31,Kedar JadhavRCB,13,13,1,267,69,22.25,186,143.54,0,1,25,10,2017
32,Shaun MarshPBKS,9,8,0,264,84,33.00,194,136.08,0,2,36,5,2017
33,Kane WilliamsonSRH,7,7,1,256,89,42.66,169,151.47,0,2,20,10,2017
34,Yuvraj SinghSRH,12,11,2,252,70*,28.00,177,142.37,0,2,30,8,2017
35,Hardik PandyaMI,17,16,9,250,35*,35.71,160,156.25,0,0,11,20,2017
